date,hour,occurrences,volume,close
2020-08-06,16,0.0,0.0,1.1158571428571429
2020-08-07,9,0.0,0.014547714235159326,1.1040857142857143
2020-08-07,10,0.0,0.015194767915214236,1.0979285714285714
2020-08-07,11,0.0,0.006811660254101071,1.0880428571428573
2020-08-07,12,0.0,0.02997717285075918,1.078857142857143
2020-08-07,14,0.0,0.10498733238904734,1.067357142857143
2020-08-07,15,0.0,0.04691030006982455,1.0555714285714286
2020-08-07,16,0.0,0.019927846385977332,1.0459285714285715
2020-08-10,9,0.0,-0.020595648825953994,1.0453857142857144
2020-08-10,10,0.3010299956639812,0.04790120317693436,1.0494999999999999
2020-08-10,11,0.0,0.0593935343778238,1.0590428571428572
2020-08-10,12,0.0,0.010447520386180464,1.0695714285714286
2020-08-10,14,0.09691001300805646,0.011647898303563053,1.0780285714285713
2020-08-10,15,0.0,0.01851877363082366,1.0860714285714286
2020-08-10,16,0.0,0.0003485453008913453,1.092142857142857
2020-08-11,9,0.07918124604762478,0.0020416567527945517,1.1029714285714285
2020-08-11,10,0.0,-0.043651207627688926,1.1045714285714285
2020-08-11,11,0.0,-0.04435300717310309,1.1029714285714287
2020-08-11,12,0.0,0.010944575502782605,1.1018428571428571
2020-08-11,14,-0.17609125905568124,-0.0833852559128232,1.1057857142857144
2020-08-11,15,0.0,-0.046095616312263665,1.1095285714285714
2020-08-11,16,-0.12493873660829996,0.03555989236297563,1.1106
2020-08-12,9,-0.17609125905568124,-0.02122811466241359,1.1087
2020-08-12,10,0.0,0.01948297135520516,1.111557142857143
2020-08-12,11,0.0,0.0017255149331800723,1.1147714285714285
2020-08-12,12,0.3010299956639812,-0.04734449383393269,1.115014285714286
2020-08-12,14,0.0,0.01937862784703359,1.1155428571428572
2020-08-12,15,0.0,0.013465609467310458,1.1191142857142857
2020-08-12,16,0.0,0.02156032744426639,1.1251857142857145
2020-08-13,9,0.0,0.005602167039558736,1.1314428571428572
2020-08-13,10,0.0,-0.05727379661666543,1.1343
2020-08-13,11,-0.3010299956639812,-0.029396467280765393,1.1407285714285715
2020-08-13,12,0.0,0.05636756718664593,1.145542857142857
2020-08-13,14,0.0,-0.0233031834723052,1.1498285714285714
2020-08-13,15,0.0,-0.04704672321582315,1.1512571428571428
2020-08-13,16,0.0,-0.06920130549135717,1.1551857142857143
2020-08-14,9,0.0,0.00771901480614634,1.1573285714285715
2020-08-14,10,0.0,0.17605574317900263,1.1616142857142857
2020-08-14,11,0.0,0.006099768997770205,1.1612571428571428
2020-08-14,12,0.0,-0.031576960236216145,1.1651857142857143
2020-08-14,14,0.0,0.014045372904684328,1.1701857142857144
2020-08-14,15,0.0,0.010367108545171533,1.1743
2020-08-14,16,0.0,0.04324000536327066,1.1778714285714287
2020-08-17,9,0.0,0.011591128242585569,1.176557142857143
2020-08-17,10,0.0,-0.12242215484791696,1.1751285714285713
2020-08-17,11,0.0,-0.02037617315420448,1.1744142857142859
2020-08-17,12,0.0,0.013764484120446951,1.170842857142857
2020-08-17,14,0.0,-0.017874698416508572,1.1650428571428573
2020-08-17,15,0.0,-0.011874476313043836,1.1605714285714286
2020-08-17,16,0.0,-0.025126373400495616,1.156642857142857
2020-08-18,9,0.0,0.003564854207694701,1.1514285714285715
2020-08-18,10,0.0,0.015869882257113055,1.1507142857142856
2020-08-18,11,0.0,0.05851335770238908,1.1535714285714287
2020-08-18,12,0.0,0.015260847550702117,1.1580428571428574
2020-08-18,14,0.0,0.06012507857826499,1.1656285714285715
2020-08-18,15,0.0,0.02892783445047087,1.1725999999999999
2020-08-18,16,0.0,0.032246841191337694,1.1790285714285713
2020-08-19,9,0.0,-0.0011194254637487688,1.1874857142857143
2020-08-19,10,0.0,-0.022939751588469726,1.1931999999999998
2020-08-19,11,0.0,-0.02694152491746582,1.196057142857143
2020-08-19,12,0.0,-0.037021322776757515,1.197657142857143
2020-08-19,14,0.0,-0.04695080626344961,1.1951571428571428
2020-08-19,15,0.3010299956639812,0.003946098003933862,1.1903285714285714
2020-08-19,16,0.17609125905568124,-0.037109650140476624,1.1871142857142858
2020-08-20,9,0.0,-0.007198953893517768,1.179285714285714
2020-08-20,10,0.0,0.03545067983249872,1.1710714285714285
2020-08-20,11,0.0,-0.00761397550115106,1.1617857142857144
2020-08-20,12,0.0,0.0011640115879538726,1.1541142857142856
2020-08-20,14,0.0,0.009421027979057861,1.1478714285714287
2020-08-20,15,-0.47712125471966244,-0.0284391265455195,1.1457285714285714
2020-08-20,16,0.0,-0.031520327626984646,1.1418000000000001
2020-08-21,9,0.0,-0.01461137587622563,1.1507285714285713
2020-08-21,10,0.0,-0.00834066908587694,1.1582285714285714
2020-08-21,11,0.0,0.10289083552850453,1.1775142857142857
2020-08-21,12,1.1760912590556813,0.45856247150589713,1.1996428571428572
2020-08-21,14,0.05435766232259254,0.05850618437774102,1.2165428571428571
2020-08-21,15,0.0,0.030181338256645596,1.2319
2020-08-21,16,0.0,0.019535591533612617,1.2472571428571428
2020-08-24,9,-0.026328938722349093,0.020206389417092296,1.2472571428571428
2020-08-24,10,0.0,0.019708451809618666,1.2434857142857143
2020-08-24,11,0.026328938722349093,-0.003611122811890688,1.2270571428571428
2020-08-24,12,-0.7533276666586115,-0.24179257992953218,1.2125428571428571
