pic_name,bool_value,bool_gme,bool_gamestop,bool_investing,value_screenshot
1m369es4thd61,False,True,False,False,2283.0
1yyzpp4a5pe61,True,False,False,False,4875.0
w967p73554e61,False,True,False,False,242.0
663ojl96ts261,False,False,False,True,13885.0
9z4t9wkjnoc61,True,False,False,False,8452.0
oilr1w9c93e61,False,True,True,False,420.0
4n5vq0v66wd61,True,True,False,False,1078.0
xef9rll2t4b61,False,False,False,True,6308.0
xl16ftdgqa161,True,False,False,False,55587.0
cbmudh7x9kd61,False,True,False,True,142.0
6coexc9oy3f61,False,True,True,False,150.0
5ij8sybat3f61,True,True,False,False,343.0
9k5vtyo803f61,True,True,True,False,8944.0
apgo88xr2ze61,True,True,False,False,947.0
bgfepdz4pwd61,True,False,False,False,1152.0
1fre9odvnwe61,False,True,True,False,14796.0
bfug27vz5jc61,True,False,False,False,6080.0
ydghn5czlmy51,False,False,False,True,15558.0
m2ugfcdfj3e61,False,False,False,True,4164.0
i5tt6icws2e61,False,True,True,False,449.0
6wjt96wz1zd61,True,True,False,False,8670.0
11xghordrxe61,False,False,False,True,700.0
6hoq21z2dbc61,True,False,False,False,74789.0
tor3vywss2f61,True,True,True,False,18433.0
jjyzzcqz1yd61,True,True,False,False,25568.0
yz1h9h5qu3f61,False,True,True,False,121.0
lodpwahtd3e61,False,True,True,False,420.0
gaf33bkq7vc61,True,False,False,False,1841.0
0jpjzjn3cve61,True,True,False,False,2503.0
ctf4924ppbf61,True,True,True,False,716.0
myt1d1pdy2f61,True,True,False,False,2391.0
wl61yrva7if61,True,False,False,False,2170.0
FhrLgll,False,True,True,False,311.0
6b6bvpysz9f61,True,True,False,False,3956.0
vsfwznh6zye61,True,True,False,False,254.0
smwrtl4u8if61,False,False,False,True,123141.0
7nuxrlymdid61,False,True,True,False,6000.0
t0p76mvz8xe61,False,True,False,False,2416.0
xeul2k3bfzd61,False,False,False,True,18907.0
te9v9bqu74f61,True,True,False,False,208.0
pszyvlykdbe61,False,True,False,False,3290.0
ewt80dnn6zd61,False,False,False,True,42222.0
3fr19u1ni1161,False,False,False,True,3054.0
qliza8j0gye61,False,False,True,False,305.0
p15x0o987zd61,True,True,False,False,200.0
wcsdksuwvhd61,True,False,False,False,1492.0
ac5qeop75we61,False,True,True,False,250.0
usizbj94n0e61,False,True,True,False,292.0
2z14htt88xd61,True,False,False,False,3444.0
zrjvyokdkjb61,True,True,False,False,790.0
8jbboi1fn9461,True,True,False,False,1242.0
rbgz7mdu46f61,False,False,True,False,5057.0
l1719k1158f61,True,False,False,False,17050.0
glimtb3pi4f61,False,False,True,False,127.0
rngHtij,True,True,True,False,420.0
h9gnhscmkqe61,False,True,False,False,1314.0
uccg1sw371e61,True,False,False,False,51306.0
baj6ipjogid61,True,False,False,False,12950.0
o58lt6lxu9e61,False,True,False,False,341.0
8az553tgr4e61,True,False,False,False,617.0
uuswg1f9awd61,False,False,False,True,4139.0
dxmf8oun4if61,True,True,False,False,2841.0
99ybshzca8761,False,False,False,True,4138.0
79ilpd0v1ga61,False,False,False,True,636.0
9t7hhqvxy2f61,True,False,False,False,110.0
6k2en3a27p261,False,True,False,True,3243.0
rv29iy4bmu261,False,False,False,True,11598.0
on7r1apa1u361,True,False,False,False,19266.0
P6rCiPk,True,False,False,False,647.0
pzj5ocsxcsc61,True,False,False,False,623.0
pbq2zmxct4f61,False,True,True,False,900.0
ktbb7gmfefe61,False,False,False,True,2498125.0
1scw4yf4u4b61,False,True,False,False,1018.0
280zegm3b8f61,False,True,True,False,36000.0
4z16ij29t8361,True,False,False,False,30180.0
ztowogtsw3161,False,False,False,True,1623.0
025n15z24id61,True,False,False,False,582.0
z89w489qi5d61,True,False,False,False,9504.0
bnptlm4reye61,True,True,False,False,2838.0
ew8fq0vleae61,False,True,True,False,3371.0
odzxggslmde61,True,False,False,False,15250.0
bf2ou6y055f61,False,False,True,False,3419.0
50y677gwaaf61,False,True,False,False,481.0
fo0k8nmtwif61,True,True,True,False,12361.0
2jhztakt54f61,False,True,False,False,103.0
llwciwcee0e61,False,True,False,False,292.0
h9q99y79h4a61,True,False,False,False,44596.0
ebz3540452f61,True,False,False,False,1087.0
w3fhsye8myd61,False,False,False,True,131.0
70m1xw9va3f61,False,True,True,False,101.0
0on7ng5lp3f61,True,False,False,False,492.0
S8a5hyn,False,True,False,False,244.0
xcu3kow2fax51,False,False,False,True,76661.0
3x9rkztab3e61,False,True,True,False,420.0
90nsk0hpyzd61,False,True,False,False,20210.0
8mq93wxzn3f61,False,True,True,False,116.0
bd30wwxudjd61,True,False,False,False,453794.0
5u5gm2slvve61,False,True,False,False,18122.0
qunnyljsh3f61,False,True,False,False,108.0
owfsyq22sgf61,False,False,False,True,4240.0
182dvef3saf61,False,True,True,False,100.0
qm31tmj6zdf61,False,False,False,True,69700.0
6s9jf674q9e61,False,True,True,False,338.0
k6ku3sg235e61,True,False,False,False,5203.0
26fz1jkaq5f61,False,False,False,True,339333.0
u1m4yo9wdm461,True,False,False,False,8330.0
5ik4rjnyh3f61,False,True,False,False,108.0
x2465qbql4f61,False,False,True,False,138.0
kybuzq0yvhf61,False,True,True,False,2609.0
l6bg57qltid61,False,True,True,False,15784.0
k0eu6w08ewe61,True,False,False,False,359.0
nyxvswngk3f61,True,False,False,True,1000.0
n460zptre2e61,True,True,False,False,17281.0
3wk8cpxvywd61,False,True,True,False,4301.0
fy62bsdvp9f61,True,True,False,False,6337.0
8oaex6owuae61,False,True,False,False,333.0
qrl7m1pjyz261,False,False,False,True,14165.0
r4ubcaq4w5f61,True,True,False,False,28239.0
mtdwp2nhn7461,False,False,False,True,29540.0
4d1vmx2xj3f61,True,True,True,False,417.0
jsqc7dpitx061,False,False,False,True,20391.0
0tsdmyftzaf61,False,True,True,False,7800.0
uq6nkk8rapd61,True,True,False,False,519390.0
nfia72196ya61,True,False,False,False,13790.0
lf374ijzt9e61,True,False,False,False,214.0
jfnwpg1jh3e61,False,True,True,False,297.0
sf0yvz4dz2f61,False,True,False,False,113.0
r5gkj0ttacf61,False,True,False,False,15210.0
6mfaytntvve61,False,True,True,False,600.0
un7a4azyw2e61,True,True,False,False,754991.0
xzuccbjd6xd61,True,False,False,False,6020.0
pstnwwkc43e61,False,True,False,False,319.0
yn7cbhj15cb61,False,False,False,True,5357.0
5p77lmfuhyd61,True,True,False,False,299451.0
d94vb64gv3e61,False,False,True,False,273.0
pwq1g6at6we61,False,True,False,False,266.0
e20z8oqv2cb61,False,False,False,True,7744.0
4sx94ifz7ra61,False,False,False,True,3469.0
RsasygQ,False,True,False,False,8309.0
t1ghoqdt5me61,False,True,False,False,189748.0
lzjni4e5lzd61,True,True,False,False,28616.0
4hl72sf3xqc61,False,False,False,True,2883.0
BtQHKnj,False,True,True,False,24696.0
qlbi3uwd0xd61,False,False,False,True,135741.0
sac3ezy51ye61,True,True,False,False,18229.0
jmp56u1thpe61,True,True,False,False,409.0
l9fu4j3ktaf61,True,True,False,False,144.0
tiurwsdjppe61,False,True,False,False,332.0
11cxof8rbce61,False,False,True,False,998.0
tc9p8whml4f61,False,True,True,False,1422.0
j76jm8tl03e61,True,False,False,False,2418.0
h743z9ua7wd61,True,False,False,False,24250.0
v3858kh074f61,True,False,False,False,25000.0
ugqfxoz0r7e61,False,True,True,False,311.0
r6py3t8h0bf61,False,True,True,False,225.0
6rtkaiew02e61,False,True,True,False,420.0
em2x09zzuwd61,True,False,False,False,3273.0
5pq368buekc61,True,True,False,False,4783.0
zg36fquij5f61,False,False,False,True,411.0
dfidfr8iu7361,False,False,False,True,2854.0
7422khdqiwd61,True,False,False,False,176.0
ge1r89gwcxe61,False,True,True,False,905.0
2n5zz8m,True,False,False,False,187.0
zpPBs9G,False,True,False,False,600.0
ToAVZeL,False,False,False,True,136536.0
puvxfz1uwbe61,True,False,False,False,17002.0
8xbmlu894we61,False,True,True,False,245.0
kgatou4p94f61,False,True,True,False,1180.0
h3b50271tr761,True,False,False,False,12542.0
2p51z5rit2e61,True,True,False,False,1792.0
vku0mnu3g7f61,False,True,False,False,1125.0
u8ml47o0b3e61,False,True,True,False,13051.0
hat89iqwhye61,False,True,False,False,101462.0
i7aphk4s4ze61,True,True,False,False,568.0
v91no6qd5ae61,True,True,False,False,268891.0
r3xalzrja7e61,True,False,False,False,12835.0
h9y6ns8licb61,True,False,False,False,12934.0
71109g93t3e61,False,True,False,False,1030.0
oZz5GOW,True,True,True,False,5111.0
7gb2460sncc61,True,False,False,False,762.0
5npmwomj42e61,False,False,True,False,347.0
ixnt5k4bhxd61,False,False,False,True,8358.0
h7qfshslv2e61,False,False,True,False,500.0
vbhiy86ou2f61,False,True,False,True,15024.0
dqbtk35em2f61,True,False,True,False,6336.0
3xkfa7crk4f61,True,True,False,False,387.0
1r3r89zbl5f61,True,False,False,False,10830.0
3nafsjmdk3f61,False,True,True,False,877.0
eqjE8hj,True,True,False,False,10449.0
ak9iv80zm5761,True,False,False,False,1669419.0
5nqpm4bk6ee61,True,False,False,False,43161.0
g5ip7vuak3e61,True,True,False,False,3092.0
d68o1i0z6ce61,False,True,True,True,4204200.0
qexy6kizc8f61,True,True,True,False,9000.0
mhm2iob7q4f61,True,True,True,False,818.0
pnhumwi7ccf61,False,True,True,False,5348.0
lr5fnvle1ry51,False,False,False,True,1163.0
cUMliUq,False,False,True,False,297.0
W565o40,False,False,False,True,41002.0
euufirlsv2f61,True,True,False,False,1062.0
tAlybeA,True,True,False,False,114728.0
tceu3uvcgub61,False,True,False,False,12442.0
YcaDjuX,True,True,False,False,31201.0
dus0dj6q53f61,False,True,False,False,386.0
l26bn7r5q5f61,True,False,False,False,3949.0
8r9zprdz36e61,True,False,False,False,39093.0
iz5ta5tjdaf61,True,False,False,False,1251.0
6zqjh6u764f61,True,False,False,False,107.0
24cwj6ftnve61,True,False,False,False,542.0
r3mcpqavj6e61,True,False,False,False,25010.0
znvia7vdege61,True,True,True,False,404.0
e9tt1ou3j4f61,False,True,True,False,1230.0
cpqnu9su43f61,False,False,False,True,36931.0
rzbnpn3ew3a61,False,False,False,True,11629.0
jzn3xrsbgxe61,False,True,False,False,232.0
qn6sxv5y7qb61,False,False,False,True,4579.0
n06z797zr9f61,False,True,True,False,11160.0
cjz0cl553yc61,False,True,False,False,6901.0
5okjgynl02f61,True,True,True,False,24375.0
u6lay9o5m3f61,True,True,False,False,352.0
tds1iv761me61,False,True,True,False,25025.0
ki7573t9gwd61,False,False,False,True,102.0
wfjaz3t31i261,False,False,False,True,16319.0
rsign8jxfye61,True,True,False,False,9130.0
ho44p13sdae61,False,True,True,False,380.0
whr0a7kk1za61,True,False,False,False,2550.0
tkyhhdgikze61,True,True,True,False,4354.0
dgp7ml71kfd61,False,True,True,False,1000.0
7tkql70zc3f61,True,False,False,False,1698.0
6woxsj4b10e61,False,False,False,True,3022.0
x1vux24mp3e61,False,False,True,False,160.0
067soo2hx9f61,False,False,False,True,129550.0
4voWe0y,True,True,False,False,368.0
i3u4czolat161,False,False,False,True,322.0
9AkVum8,True,True,True,False,342821.0
dnlikqa3m1x51,False,False,False,True,20145.0
jwcw9mbkbxe61,True,False,False,False,6051.0
9xj5jjx0my661,False,False,False,True,502.0
levnhwu5kid61,True,True,True,False,480.0
v74a4e8pk4f61,False,False,False,True,1360.0
ut4ns6vm37f61,False,True,False,False,7781.0
c8or0o8tw2f61,True,True,True,False,477.0
oHOQNni,True,False,False,False,7425.0
md2xm4xqmcc61,True,False,False,False,12088.0
88lnqjhcibe61,False,True,False,False,467.0
thj94o3zuoz51,True,False,False,False,7384.0
4v57rkfpz6e61,False,False,False,True,143771.0
4c7vlwf3ocb61,False,True,False,False,1469494.0
byh19wiarxe61,True,True,False,False,1080.0
duvvtfxuqgd61,False,False,False,True,1540.0
pcefx4e90yd61,True,True,False,False,672.0
m00cxihrmwe61,False,True,True,False,183613.0
j1qaslwh9re61,False,True,False,False,500.0
hizo1y9x63f61,False,False,False,True,739.0
7ainaux3r2e61,False,False,True,False,443.0
r506oyhh68a61,True,False,False,False,203750.0
mfnU9Z0,True,False,False,False,984.0
65hbdud45if61,True,False,False,False,856.0
fn5328vghbc61,True,False,False,False,9766.0
1koar90jzqe61,True,False,True,False,16104.0
hezn30llwr661,True,False,False,False,2371.0
gp0tr4pntbe61,False,True,False,False,253.0
1epoeJr,True,False,False,False,4808.0
g5o6p5qurxe61,True,True,False,False,5945.0
j63f0kh3ucc61,True,False,False,False,1246.0
101ze8abhxc61,True,False,False,False,1470.0
ca4gyg107wd61,True,False,False,False,120000.0
6chfdaawzwe61,True,False,True,False,1003.0
zneya0bjj3f61,True,True,False,False,224.0
npc6r4x5ckb61,False,False,False,True,21344.0
hm81qlre5we61,False,True,False,False,253.0
9z8xe24gpxe61,False,False,False,True,12774.0
0tbhr8pyz3e61,False,True,False,True,79900.0
nbm8ogp4hwd61,False,True,False,False,346.0
la2kv11iqne61,False,True,True,False,2500.0
wsdwfh82s2e61,False,True,True,False,448.0
vw6sj9hvvwe61,True,False,False,False,939.0
zbj30sajt3f61,False,True,False,False,244214.0
6icgxxqq0xd61,False,True,False,False,1288.0
9ubus6i393e61,False,True,True,False,415.0
2l2d5dji93e61,False,False,True,False,420.0
s2deuxmyhxe61,True,False,False,False,160.0
WTQEgs2,True,True,False,False,7635.0
zkz9fse3w2e61,False,False,True,False,405.0
dqm9lf144db61,False,True,False,True,1513.0
o2gl4byamqe61,True,True,False,False,52699.0
bmiqvvvhh3e61,False,False,False,True,27004.0
tlvooig42cf61,True,False,False,False,2737.0
dx3okr1vnd361,False,False,False,True,44801.0
l4yxro69uye61,True,False,False,False,3187.0
gk5hoypphdb61,True,False,True,False,4306.0
yagcradeucc61,True,False,False,False,3022.0
2c0i7wxv0ce61,False,True,True,False,304.0
t9jabarkd3f61,True,True,False,False,221.0
nwrtt6akh5f61,True,False,False,False,8695.0
owdcpa75ahf61,True,False,False,False,860940.0
q3vefn3f6cf61,True,True,False,False,107.0
4pfijutvdae61,False,False,True,False,326.0
32tjdty603e61,False,True,True,False,352.0
htiticgimcc61,True,False,False,False,105.0
6v6lz0gmq3e61,False,True,False,False,500000.0
nk4wgfn5mae61,True,True,False,False,6254.0
heochzrp2zd61,False,True,False,False,249.0
wkvyv9qew2f61,True,False,True,False,446.0
es91l3tzd2f61,False,True,False,False,413.0
145ltwja97a61,True,False,False,False,3095.0
vos5gnmi5db61,False,True,True,False,227487.0
84nbrd36dy961,False,False,False,True,20005.0
1ne2zr7jfbb61,False,True,True,False,314000.0
oty463mo4if61,False,True,False,False,978.0
war3qsqq53e61,False,True,True,False,289.0
exn6a6i10be61,False,False,False,True,251.0
x7kuv5d6w3e61,True,False,False,False,475.0
xcqxyp7iewd61,True,False,False,False,4169.0
7ffqjkyzcre61,False,False,False,True,1135.0
j4hkvg7pdve61,False,True,True,False,325.0
58ne7qdb83e61,False,True,True,False,420.0
m1fzckwzkw061,False,False,False,True,631.0
sw2pcyozlxc61,True,False,False,False,109577.0
tlyxqbawz0z51,False,False,False,True,100843.0
59u1f3bug6f61,False,False,False,True,38359.0
6uueexus85f61,True,True,True,False,1250.0
hjmfh385wwd61,False,False,False,True,31807.0
9u1ylmz8owd61,True,False,False,False,13513.0
ekvcw970phf61,False,True,False,False,1206.0
ta8soxyhfzd61,False,True,False,False,292.0
iqfv8pokw4f61,True,False,False,False,153160.0
7s56cyr753e61,True,False,False,False,6000.0
avxrj1k2gye61,True,True,False,False,19149.0
8efm8hxj7xc61,False,True,True,False,33158.0
THyyWw1,True,False,False,False,1234.0
6c6lpg5irsa61,False,False,False,True,29439.0
ufz6x9lazhf61,False,True,False,True,383.0
wdf7pjpdo4b61,False,True,False,False,18150.0
v2na7niswwe61,False,False,False,True,1476.0
ac8o04rfphf61,False,True,True,False,307896.0
iszx32df33661,False,False,False,True,8039.0
7wkzyf662ce61,False,True,False,False,8000.0
nmkwc8fn2ye61,True,True,False,False,263.0
sgg4vbmzt7e61,False,True,False,False,311.0
sqk05yn4rve61,False,True,False,False,6260.0
n3p0insblve61,False,False,False,True,1018.0
9dcvppnj1ce61,True,True,True,False,312.0
i81gqbh5eid61,True,True,False,False,10410.0
vwlnl1izj5e61,True,False,False,False,225854.0
t137f26wj8761,False,False,False,True,5480.0
n7z76332d4e61,False,True,True,False,420.0
qfmnqh9b63f61,True,False,False,False,3526.0
PZptQRh,True,True,False,False,4679.0
dv4vzzblzxd61,True,False,False,False,8124.0
ou2spfy4jaf61,False,True,True,False,1500.0
nsd0reg0qoc61,True,False,False,False,48520.0
zT9ZFmC,False,True,False,False,311.0
stp39fngn4f61,True,True,False,False,8117.0
ARa2Cbf,True,False,False,False,25682.0
hsdkkp4rjwd61,True,False,False,False,312.0
er2g7xlm5we61,True,True,True,False,254.0
ksdzwg3v3id61,False,True,False,False,359291.0
jmwupno7g3e61,True,False,False,False,712.0
6mgb64rpzve61,False,True,True,False,250.0
qscvfbsuqye61,False,False,False,True,732.0
vuofz5ova7f61,False,False,False,True,437565.0
qpqtlseemjd61,True,False,False,False,504.0
n56iuaapovc61,True,True,True,False,728.0
pdeqzs2337b61,False,False,False,True,200562.0
yf5w4aq5v3e61,False,True,True,False,282.0
vvfbehby63f61,False,False,False,True,928.0
187w5rmwawy51,False,False,False,True,24329.0
1wsjgpni5z761,True,False,False,False,174300.0
l9s58rff65f61,True,True,False,False,2292.0
6rxgvun70ay51,False,False,False,True,1081.0
35ahytcdn9e61,True,True,True,False,210.0
j4drfhbb1id61,True,False,False,False,8610.0
l6s29nn654f61,False,True,False,False,651.0
lkt6pbk4awd61,False,False,True,False,352.0
xjm5rsro1af61,True,False,True,False,150.0
i6a31ex76za61,True,False,False,False,1305.0
eqhzdy1fycf61,False,True,True,False,2217.0
jn9jkw8dphf61,True,False,False,False,274.0
xf6r74aelxe61,True,True,True,False,325.0
v8o7j76w3xe61,True,False,False,False,244.0
je0hwvj3x2f61,True,False,False,False,164.0
pwjcjkm1h6b61,True,False,False,False,153875.0
nh5wpk1gu1f61,True,True,True,False,1778.0
uuhckqyj0ic61,True,False,False,False,12410.0
lpwiucmwgdc61,True,False,False,False,266416.0
36dinjk6hyd61,True,False,False,False,19762.0
pdg2nzymz2f61,True,True,False,False,1672.0
ed27upciqve61,True,False,False,False,2194.0
mgyyefa0vaf61,True,False,False,False,9002.0
xaeiq2kc60d61,False,True,False,False,115.0
gje42ejjfze61,False,True,True,False,300.0
vitf3cqiu3f61,True,True,True,False,11861.0
mena122ic5e61,True,True,True,False,6000.0
yxxiazuqc3f61,True,True,False,False,274.0
19sazdzx6we61,True,False,False,False,222.0
kex3ygcjwve61,False,True,True,False,234.0
dql3cenq6zd61,False,True,True,False,292.0
u7vt9bpzlbf61,False,False,True,False,481.0
dkodqnbs1af61,True,False,False,False,315.0
8csot2pdky661,True,False,False,False,65400.0
5hbu06yfn4f61,True,True,False,False,324.0
wfrutytaa3f61,True,False,False,False,1060.0
e4kndsgydl661,False,False,False,True,1198.0
ichr4icli0d61,False,True,True,False,21060.0
245lljsawa061,False,False,False,True,98473.0
ift4iubb46z51,True,False,False,False,15940.0
lpn03rmwkbe61,True,False,False,False,292.0
4v3uasp2o2e61,True,True,False,False,1268.0
dydn6xqlxbe61,False,True,False,False,322.0
tbvoggmf7bf61,True,True,False,False,284.0
pvk4cpy2i6a61,True,False,False,False,122952.0
rdlxiwsf37e61,False,False,True,False,311.0
2yqx3fepdwd61,False,False,False,True,14695.0
q034nvhl3ce61,False,True,True,False,318.0
egu45k8n2oe61,True,True,False,False,431.0
1ancbhuh50e61,True,True,False,False,25547.0
AkuHAbq,False,True,True,False,466.0
tvokox4lrve61,False,True,False,False,290.0
5yov9auk2bf61,False,True,False,False,19630.0
woayyuceahf61,True,False,False,False,422.0
0v7pkig71n961,False,False,False,True,10843.0
wfex2a73zif61,True,True,False,False,273.0
l2n7nn05ste61,False,True,False,False,5500.0
1jkpwe6ofyd61,False,True,False,True,1885.0
QSADgJE,True,True,False,False,30782.0
t3ljvf8t87d61,False,False,True,False,103880.0
pRt4PZA,False,False,False,True,936.0
oer4pjtxve461,False,True,False,False,11144.0
rmgvtf3jp1161,True,False,False,False,42826.0
510d3ogi76661,True,False,False,False,7656.0
pLGscA6,False,True,True,False,1000.0
2youaj4t0cf61,True,False,False,False,10552.0
ZQyfXbO,False,False,False,True,4898.0
zqvro37u73e61,False,True,True,False,420.0
ckp57k6jbgd61,False,False,False,True,7916.0
il1f1y07f3f61,False,True,True,False,137.0
tc53czb702161,False,False,False,True,24747.0
tndm3giw7id61,True,True,False,False,2191.0
opfmyua5dae61,True,True,False,False,668.0
ByrAVxO,False,False,False,True,564.0
tc46efdrbhf61,True,True,True,False,300.0
j1yld920r6e61,False,False,False,True,21634.0
LR5NdHj,False,True,True,False,450.0
xqpmy93sl8e61,False,False,True,False,418.0
9z8ej27pnvy51,False,False,False,True,15960.0
znylqylt0ef61,False,True,False,False,2366.0
beisrqmyb8161,True,False,False,False,22232.0
oap7sv5ch4f61,True,True,False,False,200.0
uc77d0wlp4e61,False,True,False,False,15081.0
cp4arv9xahf61,False,True,False,False,1005.0
ig335uur4ze61,False,True,True,False,225.0
f59kt93ax2f61,False,True,True,False,28712.0
dc0dqU4,False,True,False,False,500.0
bJqbu6t,True,False,False,False,98116.0
86Esk6S,False,True,False,False,339.0
j06gvz0e0we61,False,False,False,True,891.0
re8gkshiqae61,True,False,False,False,5396.0
pkrxu8vgc4e61,False,False,False,True,151.0
318unchc32e61,False,False,True,False,8121.0
j76k2adozqe61,True,True,False,False,62402.0
hv9hgpr6kcf61,True,False,False,False,780.0
cqpg808rsod61,True,True,True,False,2130.0
ParoJiv,False,True,True,False,275.0
fu7jx36d23f61,False,True,False,False,389.0
ds8abknt1g261,False,False,False,True,34000.0
rocihyw52jf61,False,True,False,True,12059.0
rbcttj5p32e61,False,False,True,False,420.0
7vc0mhzi5z661,True,False,False,False,93420.0
sfj295bm0ye61,True,True,False,False,341.0
FPorzvP,False,True,True,False,159.0
6t0ac2gjphd61,False,False,False,True,1434.0
4i6jaqjimf961,False,False,False,True,4435.0
l49rtf23h3f61,True,True,False,False,392.0
9cj3297tx2f61,False,True,False,False,911.0
gpx4d1fyazd61,False,True,False,True,10433.0
hnzrie7iehf61,True,False,False,False,243.0
90axmdzcgkc61,True,False,False,False,170223.0
629kjg7nkwd61,True,True,False,False,3300.0
mtkviachx9f61,True,False,False,False,1089.0
vrjjv4daswc61,True,False,False,False,50063.0
ri72an3qhye61,True,True,False,False,146831.0
jyq1jw73vxd61,False,True,False,False,800.0
624xnl5ekfb61,False,False,False,True,8811.0
6fvt81k6oze61,False,True,False,False,189.0
7a01al8nwwe61,True,False,False,False,22775.0
xK7hWgk,False,False,False,True,129410.0
coewz76c8xe61,False,False,True,False,245.0
579h5izzmf161,False,False,False,True,15200.0
g9arzrehn1d61,True,False,False,False,3624.0
6nyecrvp93e61,False,True,True,False,420.0
1qq22gaehae61,True,False,True,False,350.0
t4exviktaje61,True,False,False,False,4991.0
f4dp5pcji4f61,True,False,False,False,673.0
2wboaefm7y761,True,False,False,False,106.0
rwunfv51f7461,False,False,False,True,493.0
svug26nut3f61,True,True,False,False,238.0
y4p5jn03if961,True,False,False,False,77369.0
bmpu2iygbxe61,True,True,False,False,4268.0
bl8os488fwe61,False,True,False,True,269.0
7z0lc9bg6u361,True,False,False,False,125604.0
67xjbqibv8e61,False,False,True,False,423.0
yjce5do49zc61,False,True,False,False,153973.0
d6d6w2tz8xd61,True,False,False,False,11009.0
buhmb0twzxe61,False,True,True,False,320.0
kcvt3s6g25f61,False,False,True,False,1097.0
lmmfni59qxd61,False,True,True,False,30133.0
af2ov9makbe61,False,True,False,False,800.0
edter3uc0xe61,True,True,True,False,35218.0
zj9ncro4qe261,False,False,False,True,7248.0
8wr0n0inp2e61,False,True,True,False,452.0
mfnymm9z7xc61,True,True,True,False,4077.0
4eyexvouj3f61,True,False,False,False,7755.0
kiqt3a5umxd61,True,False,False,False,2366.0
r2gb7q0m6be61,False,False,True,False,339.0
d5vyyaknz7161,False,False,False,True,11914.0
FSOcDCW,False,False,False,True,662723.0
rv2x5p5t2u961,True,False,False,False,556244.0
e5iqgdmwz4f61,True,True,False,False,900.0
im3kdcnyqfe61,True,False,False,False,331.0
bzardilv8wd61,True,False,False,False,5520.0
vq9cqgpy0we61,False,True,True,False,315.0
2aagqnaqjif61,True,True,False,False,1332.0
jnamthe383e61,False,True,True,False,25783.0
pjxvvetf49461,False,True,False,True,4278.0
wa2a4x7df3e61,False,True,True,False,420.0
kst5ikp4p4e61,False,True,True,False,347.0
0gf63szcsye61,True,False,False,False,6650.0
cwc7ivi42pd61,True,False,False,False,497.0
lpdv5t4u1cy51,True,False,False,False,10890.0
tmzmamdniid61,True,False,False,False,2331.0
vgmf4b0q4xd61,True,False,False,False,50837.0
064krvz45wd61,False,True,True,False,300.0
7f5hcm9q83f61,True,True,True,False,770.0
le63t8zpp2e61,False,True,True,False,453.0
2imsxb7o7pe61,False,True,True,False,313.0
9qff61b23wz51,True,False,False,False,75646.0
1kpe439zh1061,True,False,False,False,2550.0
cvn6okmlkxe61,False,True,False,False,1130.0
hyurovmctce61,False,False,False,True,14528.0
75191lj3gxe61,False,True,False,False,266.0
wcaohhhupaf61,True,True,True,False,5397.0
e4c4N2C,False,False,False,True,155.0
3lsvp8c2exe61,False,True,False,False,102.0
68q6mzs7k7661,False,False,False,True,30471.0
juakxidf0ce61,False,True,True,False,304.0
2UeeDgu,False,False,False,True,4428.0
s1ah33nq74e61,False,True,False,False,3634.0
m0156a3jk3e61,False,True,True,False,217.0
uzhsDgO,True,False,False,False,775.0
k9m7w3qy5e461,True,False,False,False,9284.0
jm95bgt4i3e61,False,True,False,False,1080.0
sej4pj81p3f61,True,True,False,False,9278.0
te5mgzb982e61,True,True,False,False,11125.0
3q2shmhavl961,True,False,False,False,240.0
glqesb29kwe61,True,False,False,False,212.0
f0lq70zoobe61,True,True,True,False,404.0
680koowfsl861,False,False,False,True,105544.0
7qbshx36h4f61,False,True,False,False,2100.0
6pv8fhr904f61,True,False,True,False,2489.0
gjls624rqxe61,False,False,False,True,11145.0
22ewyp31x2e61,False,True,True,False,395.0
4vvh3vj838e61,True,True,False,False,309191.0
rtedxq3xql261,True,False,False,False,1141.0
cozzpcyczd261,False,True,False,False,1025.0
ng9pxsvd29x51,True,False,False,False,2037.0
gkjw149gp4f61,True,True,False,False,1830.0
mlb29stqwhd61,True,False,False,False,31553.0
j91625ui4k661,True,False,False,False,22410.0
ulafj0bfdce61,False,True,True,False,147247.0
tp0d57kgqyc61,True,False,False,False,708.0
23fjcpvtv0061,False,False,False,True,3146.0
STtYaft,True,False,False,False,63000.0
dwhki08sscd61,True,False,False,False,2273.0
j1shx93qywe61,True,True,False,False,37706.0
hq2jkgudewe61,True,False,False,False,275360.0
modndxifwzc61,False,True,False,False,420.0
24qoe8gl75f61,True,True,False,False,540.0
ojupyghtwwd61,False,True,True,False,269.0
d9hl2cz0o4f61,False,False,False,True,8821.0
9lclhjrxhcf61,True,True,True,False,10888.0
3k0kxasv6xe61,True,True,False,False,274.0
elmwgvkcfe461,True,False,False,False,24580.0
7edzlnf473e61,True,False,False,False,12800.0
alch1g25vwd61,True,False,False,False,231.0
cs31eaol63f61,False,False,True,False,22994.0
e4a0ONf,True,False,False,False,224.0
hm19nfscn6e61,False,True,True,False,5000.0
8okskx67dwe61,True,False,False,False,144.0
1me4anzap6f61,True,True,False,False,5060.0
1n2tt2ks4wd61,False,True,True,False,60777.0
4m9ktevmx5f61,True,True,False,False,5043.0
2qv8hof2xq961,False,False,False,True,31950.0
pujxsnuukxd61,True,True,False,False,2055.0
ccdi45a7fde61,False,False,False,True,1191.0
r12zsvk43af61,True,False,True,False,150.0
