occurrences,volume,close,tweets,date,hour
,,4.1821,,2020-12-01,9
,,4.0875,,2020-12-01,10
,,4.1008,,2020-12-01,11
,,4.095,,2020-12-01,12
,,4.0239,,2020-12-01,14
,,3.9975,,2020-12-01,15
,,3.9525,,2020-12-01,16
-0.07602272680279487,-0.04755722697454701,4.065,0.5404030902638706,2020-12-02,9
-0.5295093241793509,-0.3335275736045107,4.0125,0.4613269875364303,2020-12-02,10
-0.3557687852439462,-0.3663591246661886,4.0282,0.6067551125363424,2020-12-02,11
-0.2450348084423699,-0.25180319581067767,3.98,0.36715967408101546,2020-12-02,12
-0.1956133987581563,-0.054374731042204694,4.0019,0.34536456832489426,2020-12-02,14
-0.10266234189714774,0.0012365026069129925,4.0863,0.135725275278471,2020-12-02,15
0.1292175345875748,-0.1380906991545734,4.1475,0.24900099565997147,2020-12-02,16
-0.2898458287114676,-0.4000630664649254,4.0725,0.07424602837211225,2020-12-03,9
-0.07255066714861158,-0.23509050296694856,4.05,0.11063127156842345,2020-12-03,10
0.048986460690873646,0.1274880464054169,4.032,-0.011834369348731943,2020-12-03,11
-0.04420366249205343,0.07070736139111755,3.9825,0.13584209961862426,2020-12-03,12
0.1230627316095445,-0.03442292909681477,3.9993,0.07856999403693354,2020-12-03,14
-0.2730012720637378,-0.18708614631489695,3.9963,0.12634649953269017,2020-12-03,15
-0.4345689040341987,0.13226156015021484,4.03,-0.0277129878670328,2020-12-03,16
0.3905159905928306,0.3428328861387646,4.2275,-0.5440680443502754,2020-12-04,9
0.14893901301206625,0.3048302759480581,4.205,-0.5958704165102653,2020-12-04,10
0.03342375548694965,0.1914165042432936,4.2925,-0.4868265632270403,2020-12-04,11
0.13830269816628138,0.17293048099794284,4.295,-0.5325570172613558,2020-12-04,12
0.027323127211234866,0.0938002708361525,4.2538,-0.6144692493097823,2020-12-04,14
0.1903316981702916,0.13814977949653695,4.1975,-0.4407404567546531,2020-12-04,15
0.14612803567823818,-0.1961380005109179,4.2275,-0.2326427586700608,2020-12-04,16
-0.32885908952873844,-0.15960209856672591,4.1825,-0.09691001300805646,2020-12-07,9
-0.009441556232841375,-0.03133658476915269,4.075,-0.2329141757665163,2020-12-07,10
-0.027671426597858373,-0.002263419406952849,4.165,0.08040633707693101,2020-12-07,11
-0.10833947478883821,-0.3068412889790091,4.16,-0.0659285137083081,2020-12-07,12
-0.18953798278292777,-0.13970297117075248,4.1043,0.07496476164646149,2020-12-07,14
-0.028963695935316558,-0.1693232742531885,4.12,0.11513483311425565,2020-12-07,15
0.04139268515822492,0.0855222580836168,4.08,-0.02668860291011299,2020-12-07,16
-0.11650556907143717,-0.04332649718350545,4.02,-0.11303951330859219,2020-12-08,9
-0.06141430103065226,-0.18872600120350214,4.095,0.0,2020-12-08,10
-0.1326255652745909,-0.25255559992142995,4.055,-0.26019374169257614,2020-12-08,11
0.07918124604762489,0.18736791573318978,4.0575,-0.03714180800456668,2020-12-08,12
0.26695020609170594,0.031557545367821405,4.1013,0.07741222330877817,2020-12-08,14
0.4514158544847606,0.5236532731827435,4.03,-0.07444774434503909,2020-12-08,15
0.688697119755179,0.3817257946737733,4.23,0.2508321767927617,2020-12-08,16
0.655064518636937,0.9088530705797622,3.5313,0.18767313160549648,2020-12-09,9
0.16307074906317043,0.6332626525721139,3.515,0.18073616410144488,2020-12-09,10
0.14943906428424092,0.5632083874990546,3.5675,0.23501019567432735,2020-12-09,11
-0.03125769373044207,0.327934471594582,3.5425,0.30871682433027225,2020-12-09,12
-0.008954842652926454,0.41171698361882214,3.4188,0.29657565423773113,2020-12-09,14
-0.38233493534146157,0.050243656856812535,3.4638,0.3843111526368572,2020-12-09,15
-0.7758472954740792,-0.25800286686091667,3.4144,0.01683522731394005,2020-12-09,16
-0.6151930065992448,-0.7417530610128509,3.465,-0.12240640009290504,2020-12-10,9
-0.37945660297802464,-0.5528926789313395,3.467,-0.05931400121598207,2020-12-10,10
-0.4352290933914853,-0.44374855553649617,3.4275,-0.14483356532523928,2020-12-10,11
-0.24629120608401633,-0.6024731447105927,3.4747,-0.15381486434452918,2020-12-10,12
-0.41406950897257344,-0.5399093842232867,3.4863,-0.19438004476799087,2020-12-10,14
0.11197375944393229,-0.23547855519005623,3.5575,-0.28109166572179367,2020-12-10,15
0.06398231066687421,-0.10745354633269777,3.53,-0.06392989129663551,2020-12-10,16
-0.5254259342942176,-0.11125963804017491,3.4025,0.029289376101987674,2020-12-11,9
