occurrences,volume,price
-0.16889568291925766,-0.1407943639053196,-0.00820240411388109
-0.129065081017047,-0.0705556015017447,-0.0108426621513538
-0.23861545973543075,-0.13992251916641377,-0.01317504574023487
-0.10978607739047704,-0.07617269082408261,-0.012159135364347559
-0.19434445298607256,-0.2152456844197804,-0.02286288295950428
-0.10909542708049523,-0.11586144139097812,-0.01881994628686673
-0.04450257658446822,-0.026569087002298847,-0.01177291007881789
-0.0428972116030626,-0.008967933497060366,-0.011620762178417277
-0.035301642793313937,-0.012541533376076466,-0.008005467531827605
0.007308012278775234,0.004880094837320122,-0.003859135093209408
-0.011173013895028982,-0.03609941878693291,-0.004454415513461796
0.06460166621548362,0.07161816923146062,0.002531005691705234
0.055828635518523094,0.05038375770101095,-0.0022913909709539925
0.01938209364792426,-0.00043831183825568073,-0.0077017559003314225
0.018068099883569545,-0.007940119775642922,-0.007244626397318504
0.03235501720097521,0.0007112449573236651,-0.00922728017182168
0.018682212967754193,0.019960165208466666,-0.011777659114868121
-0.04918837900736657,0.0017929308912395926,-0.013602252991484478
-0.04216679882726415,-0.06605995115975895,-0.009551012400280584
-0.04165245351712492,-0.03539748370004566,-0.010293881269332733
-0.009966861556617052,-0.01093652466645519,-0.0071650798900423085
0.006467535185733544,0.01102547096305275,-0.006530979626231807
-0.008701182224497195,0.004742903564794665,-0.0052120921620630815
-0.0014827412214410288,-0.005433021595583811,-0.0041184159075370935
0.04355919097884715,0.03381853906522447,-0.002149972289976754
0.03015027818033632,0.07910898292403538,-9.638811455350418e-6
0.04876922642082244,0.09137099129667596,0.005187566165009702
0.00473565235932625,0.05008085691012429,0.0031327203542307392
0.009223590526103016,0.033398318632907396,0.0026609241749790224
0.02075380440938111,0.025660523737425733,0.0019915505239895557
0.011415290222740914,0.030542479803180023,0.00104002318083137
-0.01290078464604766,0.00902943370324621,-0.00024879809677124764
0.017728766960431616,0.05712381492168039,-0.0005120752884038907
0.010723865391773066,0.04033034461388592,-0.0007833499969670155
0.002950535657543943,0.0482499665879567,-0.0004971753094623406
-0.13811632790059486,-0.14083552707628874,-0.005488928434236681
-0.21439501915362943,-0.1875920030229301,-0.00757507465214751
-0.07257400648502065,-0.0621633694541324,-0.006251318554463077
-0.027198920953945212,-0.03505993631557219,-0.005602571379458052
-0.0827435174267223,-0.16154398014861504,-0.02565660314283372
-0.11739958509463247,-0.14983714242668564,-0.0287148172133882
-0.09105032247433592,-0.08119677032751088,-0.024706901774731255
-0.04212458777898325,-0.045948883153022646,-0.01209272284249183
0.016502362182320103,0.006183364438496204,-0.012041820997172048
-0.006920561343979192,-0.023625218242383724,-0.014692273777384192
-0.008461040263045045,-0.01186113904483233,-0.014067874054167187
-0.0010461331188181347,0.012068868702175715,0.0016601226817804095
0.03954941413504286,0.04391142220300963,0.002502143649841525
0.05167910428362708,0.035846330738618856,0.004854069192639975
0.0355301167902352,0.04226493621241463,-0.0054339726114757785
0.02187685974102068,0.02210565946206042,-0.002394983691407478
-0.0006825641572748539,0.03731998308861954,-0.0007905646880566972
-0.036751164853902334,-0.0024265102816047913,-0.0026523439501552957
-0.018358853768289527,-0.023803708620119938,-0.011120273341115957
-0.056835123317019516,-0.006180301118865749,-0.012569511745367285
-0.0662396110806435,-0.013922437752623092,-0.014187452520809411
-0.07052711914720858,-0.007177959769378408,-0.013653520343491312
-0.07674805113985335,-0.06880850119822124,-0.030812861153956896
-0.06185851213434909,-0.06483240669965683,-0.022372892485666665
-0.008180409663185602,-0.01444951400650049,-0.016441521790873364
-0.0210093772902879,0.03297265982716333,0.006502107949834398
-0.029704434203120855,-0.009860443309106081,0.0180038903447369
0.008859007870468302,0.0037691008813130803,0.019135567653469316
0.03270834656085709,0.016777802725300998,0.020254236660402672
0.0622607784363561,0.0802153769369053,0.03983218259056924
0.0738056473017815,0.09441150481441282,0.03760208692553619
0.033268879840843125,0.06692744112869765,0.0390444197068579
0.05390014096633769,0.035455929638751306,0.00989623325112369
0.11028612124773746,0.12362945952497911,-0.002437626490022263
0.0661680652299268,0.1043619130510502,-0.004916939370579803
0.026851178812066393,0.02603207553366152,0.0027856695514644307
-0.015234258602142928,0.005275794281662547,0.006240281959962695
-0.025299834136895984,0.0027217848735042677,0.004842961023799699
-0.047963308208526616,0.010242436132196414,0.0020895616833892777
-0.007849446455010399,0.019999048186366795,0.012245768559456206
0.010739335143033945,0.008235057007092794,0.010605215211908105
-0.005537076431772646,-0.05748470914676666,0.006959689413454695
0.0383704551547305,0.02612603919197384,0.0010508401221258272
0.045985577850557666,0.01649378169799447,-0.0026815143220348947
0.06706450056287014,0.034267805269263416,-0.0030133651104061365
0.11683728150452222,0.019231045537967412,-0.002213908181607759
0.08313145048120943,0.02632396279762853,0.0016485060076404812
0.040840498838568384,-0.09244537061573896,0.008964667478854983
0.07854158824768022,0.039123540763737245,0.013268242357439274
0.014385933620255698,0.010738931076907739,0.011872080819025334
0.028676250641212073,0.00026223391322442973,0.014629788089605652
0.027736760912337875,0.005520782181898921,0.015014488493726184
0.02121264886332,-0.003515941647767673,0.015787052382976577
0.04165428864894707,0.022664594347838123,0.007097326040770028
0.08827103959973745,0.12804024708178036,3.8204691363948765e-5
0.06248719933008874,0.0675216750781027,-0.001297606827059462
0.005636939667873498,-0.03348604523488824,0.001324670517017051
0.013888126123354931,0.003071479572918391,-0.0020193007772955577
0.027762530222676995,0.013690552802645176,-0.0012131993241548222
0.03301519997055111,0.014131197536018266,-0.002311502024214381
0.040077705966653686,0.05849827536818995,-0.0016660913999984243
0.029891254783044826,0.04919437755016459,-0.0007228064988605437
0.029013328172381336,0.005410529647478787,0.000407669327641264
0.10135642312905017,0.07895448258947456,0.0
-0.011031816874103425,0.021959578091885753,0.00042528039851670704
-0.048354529721752006,-0.031058739078078546,-0.0010689310707248916
-0.03849415727840852,-0.021504797410890657,-0.0008324634382703536
-0.012234456417011635,-0.0226676940542673,-0.004543041651031347
-0.019534567823693928,-0.03406575929274404,-0.005520097670879864
-0.006084158995648243,-0.029026418012958667,-0.006739391294478177
-0.088730426941744,-0.061557485260605005,-0.005435553785012184
0.009075577268227717,-0.0004072832909976262,-0.005633146363512128
0.03127535623453796,0.02028756276866604,-0.003689143126575664
0.02756267416271518,0.01023218263990514,-0.005093604499358342
0.0037424746287904004,-0.025047624208373052,-0.005230009590053688
0.020642930723740727,0.01424038358126431,-0.004263846323338722
0.044882457880564615,0.028161351780452232,-0.0016141725172521177
0.19726069149484787,0.09011131397658134,-0.0022581480135797282
0.09085107560350869,0.005850747743414087,-0.0014484589390470794
0.020534109151790648,-0.011085771142580712,-0.0034948248475856598
0.009814982293598751,-0.03217688487316856,-0.002283984191655742
0.017728766960431616,0.047134245135048075,0.002100822776938186
0.06095642594142573,0.0386530192914056,0.0017330480737580028
0.013085180453787969,0.024517626897090267,0.0013963228763830453
-0.038129050504569335,-0.015753465928975297,0.0015174194768935926
-0.01832738108953159,0.007391523493035764,0.0013959889671513732
0.015528481078300332,0.026701658835686298,0.002180341442939023
0.03182715105360148,0.07844003619995547,0.0013551299006304461
0.014240439114610285,-0.007829605635948408,0.0009370421002794016
-0.013238605955464989,-0.06302708874561005,0.001103614164428096
-0.003993540617056385,-0.013289297243026557,5.501925413113124e-5
0.008024144785697608,0.017365937102552565,-3.997194547602336e-5
-0.0010111633948623002,-0.009425479932634154,-0.0009793381506666837
0.023874046354366477,0.0024309091267130474,0.00010088484661073539
0.02300710455346507,0.0008023837037254601,0.001551412680365281
0.03758404264596715,0.02402842131295362,0.0015097114524454016
0.021373361154449228,0.06341670179382883,0.0015861223049208639
-0.00512447812115909,-0.0038796825989893644,0.0034354044656820367
-0.007575095798375985,-0.04028414236739895,0.00426884789096486
0.002510379717599551,0.017045885533175122,0.004458029823913269
